amount_tsh,date_recorded,funder,installer,basin,subvillage,region,lga,ward,population,public_meeting,recorded_by,scheme_management,permit,construction_year,extraction_type,payment,water_quality,quantity,source,source_class,waterpoint_type,waterpoint_type_group,days_since_recorded
0.0,2013-01-29,Other,Other,Lake Tanganyika,Mission,Rukwa,Sumbawanga Urban,Pito,0,True,GeoData Consultants Ltd,VWC,True,80s,gravity,never pay,soft,dry,river,surface,communal standpipe,communal standpipe,308
100.0,2013-03-01,Danida,DANIDA,Ruvuma / Southern Coast,Kidalini,Ruvuma,Namtumbo,Mkongo,200,True,GeoData Consultants Ltd,WUG,False,90s,swn 80,pay monthly,soft,insufficient,shallow well,groundwater,hand pump,hand pump,277
0.0,2013-01-27,Other,Other,Internal,Makiungu,Singida,Singida Rural,Munga'a,25,True,GeoData Consultants Ltd,Company,Unknown,00s,submersible,never pay,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,310
0.0,2011-07-10,Hesawa,DWE,Lake Victoria,Kyamabere,Kagera,Bukoba Rural,Ruhunga,0,True,GeoData Consultants Ltd,VWC,True,Unknown,swn 80,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,877
0.0,2012-10-14,Other,DWE,Internal,Mwamala,Shinyanga,Kishapu,Ukenyenge,0,False,GeoData Consultants Ltd,VWC,False,Unknown,gravity,unknown,soft,insufficient,river,surface,communal standpipe multiple,communal standpipe,415
100.0,2011-03-21,Other,Other,Wami / Ruvu,Tonya,Morogoro,Morogoro Rural,Kinole,250,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,988
0.0,2013-03-18,Government Of Tanzania,DWE,Pangani,Makami Juu,Kilimanjaro,Moshi Rural,Kilema kaskazini,70,Unknown,GeoData Consultants Ltd,Other,True,70s,gravity,never pay,soft,enough,river,surface,communal standpipe,communal standpipe,260
0.0,2012-10-06,Rwssp,DWE,Lake Tanganyika,Kangeme No. 3,Shinyanga,Kahama,Ulowa,0,True,GeoData Consultants Ltd,Other,True,Unknown,nira/tanira,unknown,soft,insufficient,shallow well,groundwater,hand pump,hand pump,423
20.0,2011-03-12,Other,Other,Wami / Ruvu,Mbala,Pwani,Bagamoyo,Chalinze,150,True,GeoData Consultants Ltd,WUA,True,10s,ksb,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,997
0.0,2011-03-02,Other,DWE,Lake Nyasa,Kingole,Iringa,Ludewa,Masasi,60,True,GeoData Consultants Ltd,VWC,False,80s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1007
0.0,2011-02-26,Kkkt,Commu,Lake Nyasa,Singida,Iringa,Makete,Lupalilo,0,True,GeoData Consultants Ltd,VWC,False,80s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1011
5.0,2013-03-30,Other,DWE,Pangani,Muyuni,Kilimanjaro,Moshi Rural,Kindi,20,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,248
0.0,2011-07-20,Kkkt,KKKT,Lake Rukwa,Mawanga,Mbeya,Mbozi,Msia,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,867
0.0,2011-03-04,Other,Other,Rufiji,Kati,Iringa,Njombe,Uwemba,80,True,GeoData Consultants Ltd,VWC,True,00s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1005
500.0,2013-03-14,Other,Other,Lake Nyasa,Mbuyula,Ruvuma,Mbinga,Mbinga Urban,260,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,264
100.0,2011-03-01,Government Of Tanzania,Commu,Lake Nyasa,Ikovo,Iringa,Makete,Ukwama,0,True,GeoData Consultants Ltd,VWC,False,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1008
0.0,2012-10-03,Other,Other,Lake Tanganyika,Swizi,Shinyanga,Kahama,Isagehe,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,426
0.0,2012-11-08,Other,Other,Lake Victoria,Katoliki,Mara,Bunda,Bunda,200,True,GeoData Consultants Ltd,WUA,True,70s,gravity,unknown,soft,dry,lake,surface,communal standpipe multiple,communal standpipe,390
0.0,2013-10-03,Other,Other,Internal,Tanki,Arusha,Meru,Ngarenanyuki,250,True,GeoData Consultants Ltd,VWC,True,10s,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,61
0.0,2013-01-30,Other,DWE,Lake Victoria,Mwabasabi,Shinyanga,Bariadi,Nkoma,250,True,GeoData Consultants Ltd,WUG,False,90s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,307
0.0,2011-07-20,Other,Other,Lake Victoria,1,Mwanza,Ilemela,Ilemela,0,True,GeoData Consultants Ltd,Private operator,True,Unknown,nira/tanira,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,867
0.0,2011-04-18,World Bank,Other,Wami / Ruvu,Msowero B,Morogoro,Kilosa,Msowero,189,True,GeoData Consultants Ltd,VWC,True,00s,submersible,never pay,salty,enough,machine dbh,groundwater,communal standpipe,communal standpipe,960
0.0,2011-03-18,Government Of Tanzania,DWE,Pangani,Kweshangazi,Tanga,Lushoto,Ngwelo,1,True,GeoData Consultants Ltd,VWC,True,10s,swn 80,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,991
0.0,2011-07-19,Other,Other,Lake Victoria,Ihayabuyaga,Mwanza,Geita,Kalangalala,0,True,GeoData Consultants Ltd,VWC,True,Unknown,india mark ii,never pay,soft,insufficient,machine dbh,groundwater,hand pump,hand pump,868
0.0,2013-02-18,Danida,DANIDA,Lake Nyasa,Mtiputipu,Ruvuma,Namtumbo,Msindo,180,True,GeoData Consultants Ltd,WUG,False,80s,swn 80,pay when scheme fails,soft,insufficient,shallow well,groundwater,hand pump,hand pump,288
0.0,2011-03-14,Other,Other,Rufiji,Ilewelo,Dodoma,Chamwino,Manzase,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,unknown,soft,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,995
50.0,2013-01-24,Other,Other,Ruvuma / Southern Coast,Masasi,Mtwara,Newala,Mnekachi,850,True,GeoData Consultants Ltd,VWC,False,90s,gravity,pay per bucket,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,313
0.0,2012-10-10,Other,Other,Internal,Kitongo Maendeleo,Tabora,Nzega,Nzega Urban,0,False,GeoData Consultants Ltd,Water authority,True,Unknown,ksb,never pay,coloured,insufficient,dam,surface,communal standpipe,communal standpipe,419
0.0,2013-02-23,Other,Other,Pangani,Kwaikuru,Kilimanjaro,Rombo,Shimbi,1,True,GeoData Consultants Ltd,Company,True,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,283
5.0,2013-03-16,Other,Other,Pangani,Kibaoni,Kilimanjaro,Hai,Hai Urban,50,True,GeoData Consultants Ltd,Water Board,True,90s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,262
0.0,2011-03-19,Government Of Tanzania,Other,Wami / Ruvu,Majengo,Dodoma,Chamwino,Segala,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,unknown,soft,dry,machine dbh,groundwater,communal standpipe multiple,communal standpipe,990
0.0,2012-10-12,Other,Other,Internal,Nkola,Shinyanga,Shinyanga Rural,Ilola,0,True,GeoData Consultants Ltd,WUG,True,Unknown,swn 80,never pay,soft,dry,shallow well,groundwater,hand pump,hand pump,417
0.0,2011-07-31,Hesawa,DWE,Lake Victoria,Miembeni,Mwanza,Ukerewe,Bukindo,350,True,GeoData Consultants Ltd,Other,True,90s,swn 80,never pay,coloured,seasonal,shallow well,groundwater,hand pump,hand pump,856
50.0,2011-02-26,Other,DWE,Wami / Ruvu,Vikuge,Pwani,Kibaha,Soga,100,True,GeoData Consultants Ltd,Parastatal,True,80s,mono,pay per bucket,soft,dry,river,surface,other,other,1011
0.0,2013-02-09,Other,DWE,Lake Victoria,Magongolo,Shinyanga,Bariadi,Gamboshi,0,Unknown,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,297
0.0,2011-04-01,Other,Commu,Rufiji,Muungano,Dodoma,Dodoma Urban,Mpunguzi,0,True,GeoData Consultants Ltd,VWC,False,Unknown,mono,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,977
0.0,2011-04-22,Kkkt,KKKT,Lake Nyasa,Ibaba,Mbeya,Mbozi,Isandula,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,956
0.0,2013-02-09,Other,DWE,Lake Tanganyika,Kanywangiri,Kigoma,Kigoma Rural,Sunuka,300,True,GeoData Consultants Ltd,VWC,True,90s,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,297
0.0,2011-07-08,Other,Other,Lake Tanganyika,Nyarukongogo A,Kagera,Biharamulo,Biharamulo Urban,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,879
500.0,2013-08-02,Danida,DANIDA,Lake Nyasa,Kaombe,Ruvuma,Mbinga,Kilosa,96,Unknown,GeoData Consultants Ltd,VWC,True,90s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,123
0.0,2013-01-23,Government Of Tanzania,DWE,Lake Tanganyika,Kibanda,Kigoma,Kigoma Rural,Uvinza,740,True,GeoData Consultants Ltd,Water authority,False,00s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,314
0.0,2011-08-05,Kkkt,KKKT,Lake Rukwa,Shihando,Mbeya,Mbozi,Nambinzo,0,False,GeoData Consultants Ltd,VWC,False,Unknown,other,never pay,soft,seasonal,shallow well,groundwater,other,other,851
0.0,2011-02-16,Other,Other,Rufiji,Mhuka,Iringa,Kilolo,Ukumbi,400,True,GeoData Consultants Ltd,VWC,True,00s,india mark ii,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,1021
0.0,2011-04-09,Other,Commu,Wami / Ruvu,Lupilo,Dodoma,Dodoma Urban,Mtumba,0,True,GeoData Consultants Ltd,VWC,False,Unknown,mono,pay per bucket,soft,dry,machine dbh,groundwater,communal standpipe multiple,communal standpipe,969
50.0,2011-03-17,Other,Other,Wami / Ruvu,Bokotemboni,Pwani,Kibaha,Tumbi,1,True,GeoData Consultants Ltd,Water authority,True,00s,mono,pay per bucket,soft,enough,river,surface,communal standpipe multiple,communal standpipe,992
0.0,2013-02-09,Other,DWE,Lake Tanganyika,Kagoti,Kigoma,Kibondo,Kasanda,250,True,GeoData Consultants Ltd,VWC,False,10s,submersible,unknown,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,297
0.0,2013-02-14,Other,Other,Internal,Kimbiji,Singida,Singida Rural,Ikungu,1,True,GeoData Consultants Ltd,VWC,Unknown,60s,mono,unknown,unknown,dry,machine dbh,groundwater,communal standpipe,communal standpipe,292
0.0,2013-01-27,Other,Other,Ruvuma / Southern Coast,Usalama,Mtwara,Tandahimba,Naputa,300,True,GeoData Consultants Ltd,Water Board,True,80s,submersible,never pay,soft,dry,machine dbh,groundwater,communal standpipe multiple,communal standpipe,310
0.0,2013-03-25,Other,Other,Pangani,Makiwaru,Arusha,Meru,Leguruki,500,True,GeoData Consultants Ltd,WUA,False,10s,gravity,unknown,soft,insufficient,rainwater harvesting,surface,communal standpipe multiple,communal standpipe,253
0.0,2011-04-04,Other,Commu,Wami / Ruvu,Muungano,Dodoma,Dodoma Urban,Kikombo,0,True,GeoData Consultants Ltd,VWC,False,Unknown,mono,pay monthly,soft,dry,machine dbh,groundwater,communal standpipe,communal standpipe,974
0.0,2013-02-21,Other,Other,Pangani,Kati,Manyara,Simanjiro,Shambarai,200,True,GeoData Consultants Ltd,Other,True,00s,nira/tanira,unknown,salty,insufficient,shallow well,groundwater,hand pump,hand pump,285
0.0,2011-08-10,Hesawa,Other,Lake Victoria,Mwamazengo,Mwanza,Missungwi,Mwaniko,0,Unknown,GeoData Consultants Ltd,VWC,True,Unknown,swn 80,never pay,unknown,unknown,machine dbh,groundwater,hand pump,hand pump,846
0.0,2012-10-20,Other,Other,Internal,Kashanda,Shinyanga,Shinyanga Rural,Usanda,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,seasonal,shallow well,groundwater,hand pump,hand pump,409
0.0,2013-03-24,Other,Other,Pangani,Nyati,Kilimanjaro,Siha,Siha Kati,1,True,GeoData Consultants Ltd,Water Board,True,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,254
0.0,2011-04-18,Other,Other,Rufiji,Lusakanyo,Iringa,Njombe,Kidegembye,30,True,GeoData Consultants Ltd,VWC,True,90s,gravity,never pay,soft,dry,river,surface,communal standpipe,communal standpipe,960
0.0,2011-08-03,Other,Other,Lake Victoria,Bunukangoma,Kagera,Bukoba Urban,Kahororo,0,True,GeoData Consultants Ltd,VWC,False,Unknown,gravity,never pay,soft,insufficient,rainwater harvesting,surface,communal standpipe,communal standpipe,853
200.0,2013-02-07,Other,Other,Ruvuma / Southern Coast,Tbc,Mtwara,Nanyumbu,Nangomba,150,True,GeoData Consultants Ltd,Parastatal,True,00s,india mark ii,pay per bucket,salty,enough,machine dbh,groundwater,hand pump,hand pump,299
0.0,2011-08-10,Other,Hesawa,Lake Victoria,Bulunde,Mwanza,Kwimba,Mwagi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,seasonal,shallow well,groundwater,other,other,846
0.0,2011-07-05,Other,Other,Lake Nyasa,Ndebele,Mbeya,Rungwe,Kyimo,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,882
0.0,2012-10-07,Government Of Tanzania,Government,Internal,Migunga,Shinyanga,Meatu,Mwabuzo,0,True,GeoData Consultants Ltd,Parastatal,True,Unknown,gravity,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,422
0.0,2011-03-14,World Bank,DWE,Internal,Kulusi,Dodoma,Kondoa,Lalta,0,True,GeoData Consultants Ltd,VWC,False,Unknown,swn 80,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,995
0.0,2013-01-16,Other,DWE,Lake Tanganyika,Nyangwa,Kigoma,Kasulu,Kitagata,590,True,GeoData Consultants Ltd,Water authority,False,70s,mono,never pay,soft,enough,shallow well,groundwater,communal standpipe multiple,communal standpipe,321
50.0,2011-03-04,Other,DWE,Pangani,Mwembeni,Tanga,Pangani,Madanga,16,False,GeoData Consultants Ltd,Private operator,False,00s,submersible,pay per bucket,soft,seasonal,machine dbh,groundwater,communal standpipe,communal standpipe,1005
50.0,2011-03-23,Other,Other,Wami / Ruvu,Gongoni,Pwani,Bagamoyo,Kiromo,50,True,GeoData Consultants Ltd,Company,True,00s,ksb,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,986
0.0,2013-02-02,Other,Other,Ruvuma / Southern Coast,Mchangani,Mtwara,Mtwara Rural,Ndumbwe,300,True,GeoData Consultants Ltd,Other,True,80s,other,unknown,soft,enough,machine dbh,groundwater,other,other,304
4000.0,2011-02-20,Other,Other,Rufiji,Mlandege Juu,Iringa,Kilolo,Boma la ng'ombe,80,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay annually,soft,enough,river,surface,communal standpipe,communal standpipe,1017
3000.0,2011-03-08,Danida,Other,Rufiji,Mlowa,Iringa,Iringa Rural,Mlowa,1,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1001
500.0,2013-03-22,Other,Other,Pangani,Mabilioni B,Kilimanjaro,Same,Hedaru,630,True,GeoData Consultants Ltd,Water authority,Unknown,10s,india mark ii,pay monthly,salty,enough,machine dbh,groundwater,hand pump,hand pump,256
1000.0,2011-03-04,Danida,Other,Rufiji,Mlandizi,Iringa,Iringa Rural,Ulanda,210,True,GeoData Consultants Ltd,VWC,True,80s,gravity,pay monthly,soft,dry,spring,groundwater,communal standpipe,communal standpipe,1005
0.0,2011-07-17,Kkkt,DWE,Lake Rukwa,Tabora,Mbeya,Mbozi,Igamba,0,True,GeoData Consultants Ltd,VWC,False,Unknown,swn 80,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,870
0.0,2012-10-08,Other,Other,Lake Victoria,Majengo,Shinyanga,Shinyanga Rural,Lyabukande,0,True,GeoData Consultants Ltd,WUG,True,Unknown,swn 80,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,421
0.0,2013-03-28,Government Of Tanzania,DWE,Pangani,Afya,Arusha,Arusha Rural,Oltrumet,150,True,GeoData Consultants Ltd,VWC,True,70s,other,never pay,soft,enough,machine dbh,groundwater,other,other,250
0.0,2011-03-15,Other,Other,Wami / Ruvu,Malangali,Morogoro,Kilosa,Lumuma,250,True,GeoData Consultants Ltd,VWC,True,80s,swn 80,never pay,salty,dry,shallow well,groundwater,hand pump,hand pump,994
0.0,2013-01-23,Government Of Tanzania,DWE,Lake Tanganyika,Kibanda,Kigoma,Kigoma Rural,Uvinza,320,True,GeoData Consultants Ltd,Water authority,False,00s,nira/tanira,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,314
0.0,2011-03-16,Other,Other,Pangani,Tiku,Tanga,Lushoto,Malindi,1,True,GeoData Consultants Ltd,VWC,True,80s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,993
0.0,2013-03-14,Other,Other,Pangani,Moivaro,Arusha,Meru,Nkoanrua,120,True,GeoData Consultants Ltd,VWC,True,10s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe,communal standpipe,264
0.0,2011-08-24,Hesawa,DWE,Lake Victoria,Mwamagula,Mwanza,Magu,Nkungulu,0,True,GeoData Consultants Ltd,Other,True,Unknown,nira/tanira,never pay,salty,insufficient,shallow well,groundwater,hand pump,hand pump,832
2500.0,2011-03-14,Other,Other,Rufiji,Ihami,Iringa,Njombe,Mtwango,65,True,GeoData Consultants Ltd,VWC,True,10s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,995
20.0,2013-02-08,Other,Other,Internal,Simhha,Manyara,Mbulu,Maghang,218,True,GeoData Consultants Ltd,VWC,True,00s,mono,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,298
0.0,2011-04-06,Government Of Tanzania,Government,Lake Rukwa,Mamba D,Mbeya,Chunya,Mamba,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,pay per bucket,soft,enough,shallow well,groundwater,hand pump,hand pump,972
0.0,2013-02-24,Other,Other,Ruvuma / Southern Coast,Tulieni B,Ruvuma,Namtumbo,Lusewa,700,True,GeoData Consultants Ltd,Parastatal,False,00s,swn 80,pay when scheme fails,soft,insufficient,shallow well,groundwater,hand pump,hand pump,282
0.0,2013-02-12,Danida,DANIDA,Rufiji,Namikurumo,Ruvuma,Namtumbo,Msindo,80,True,GeoData Consultants Ltd,WUG,False,90s,other,pay when scheme fails,soft,enough,shallow well,groundwater,other,other,294
0.0,2013-02-12,Other,Other,Ruvuma / Southern Coast,Mijeleni,Mtwara,Masasi,Mwena,40,True,GeoData Consultants Ltd,VWC,False,90s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,294
0.0,2013-03-21,Government Of Tanzania,Other,Pangani,Kwa Tulele,Arusha,Meru,King'ori,120,True,GeoData Consultants Ltd,VWC,True,60s,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,257
25.0,2011-03-01,Danida,Other,Rufiji,Sadan B,Iringa,Iringa Rural,Mseke,1,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1008
0.0,2011-03-28,Other,DWE,Wami / Ruvu,Kauzeni,Morogoro,Mvomero,Kibati,1,True,GeoData Consultants Ltd,VWC,True,90s,swn 80,never pay,soft,insufficient,shallow well,groundwater,hand pump,hand pump,981
0.0,2011-03-06,Other,Other,Lake Nyasa,Itengule,Iringa,Njombe,Kifanya,23,True,GeoData Consultants Ltd,VWC,False,90s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1003
0.0,2011-03-26,Government Of Tanzania,DWE,Pangani,Kwekigao,Tanga,Lushoto,Mgwashi,1,True,GeoData Consultants Ltd,VWC,True,70s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,983
0.0,2011-07-17,Other,Other,Lake Victoria,Bugengere,Kagera,Bukoba Rural,Nyakibimbili,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,unknown,dry,spring,groundwater,communal standpipe,communal standpipe,870
0.0,2013-02-22,World Bank,Government,Ruvuma / Southern Coast,Halare,Ruvuma,Mbinga,Kigonsera,1,Unknown,GeoData Consultants Ltd,VWC,True,10s,gravity,unknown,unknown,dry,spring,groundwater,communal standpipe,communal standpipe,284
0.0,2013-01-24,Other,Other,Ruvuma / Southern Coast,Kilimahewa,Lindi,Nachingwea,Mnero Miembeni,380,True,GeoData Consultants Ltd,VWC,False,80s,india mark ii,never pay,salty,insufficient,machine dbh,groundwater,hand pump,hand pump,313
0.0,2013-02-12,Other,Other,Internal,Lyungilo,Singida,Iramba,Kyengege,195,True,GeoData Consultants Ltd,VWC,True,90s,nira/tanira,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,294
